user_pseudo_id,session_id,event_date,session_start,viewed_item,added_to_cart,began_checkout,added_payment,converted,device_category,os,country,region,traffic_source,traffic_medium,session_revenue,event_count,max_funnel_stage,funnel_stage_label
37553736.4709969003,9480352934,2020-12-10,1,0,0,0,0,0,mobile,iOS,Austria,Vienna,(direct),(none),0.0,1,1,session_only
3950314848.3954571290,5524488467,2020-12-28,1,0,0,0,0,0,mobile,Web,United States,Colorado,<Other>,<Other>,0.0,1,1,session_only
22725343.8468054836,1463274454,2021-01-23,1,0,0,0,0,0,mobile,Web,Germany,Berlin,shop.googlemerchandisestore.com,referral,0.0,1,1,session_only
80961468.0032847961,5186462144,2021-01-13,1,1,1,1,0,0,desktop,Web,Canada,Saskatchewan,google,organic,0.0,7,4,begin_checkout
12291446.3815334458,466183539,2020-11-07,1,1,0,1,1,1,mobile,Web,United States,Massachusetts,google,organic,439.2,82,6,purchase
5242740.3027110338,3766651983,2020-11-13,1,1,0,1,1,1,desktop,Web,United States,New York,(data deleted),(data deleted),34.84,18,6,purchase
7633548.0006656641,8923515106,2021-01-05,1,0,0,0,0,0,mobile,iOS,Spain,Catalonia,shop.googlemerchandisestore.com,referral,0.0,1,1,session_only
1134690.2723351968,8464235556,2021-01-17,1,0,0,0,0,0,desktop,Web,India,Delhi,google,organic,0.0,1,1,session_only
2295104.0924822602,7510139887,2020-12-25,1,0,0,0,0,0,mobile,Web,United Kingdom,England,google,organic,0.0,1,1,session_only
59066256.9705147448,5094198240,2021-01-10,1,0,0,0,0,0,mobile,Web,United States,Georgia,(direct),(none),0.0,1,1,session_only
59180476.0973321526,8709351805,2020-12-22,1,0,0,0,0,0,mobile,Web,United States,Virginia,<Other>,<Other>,0.0,1,1,session_only
6054447.8611936817,5810470928,2020-12-10,1,1,0,0,0,0,mobile,iOS,United States,Georgia,google,organic,0.0,2,2,view_item
41005995.9947663512,7379652399,2021-01-26,1,0,0,0,0,0,mobile,Web,Belgium,Flanders,(data deleted),(data deleted),0.0,1,1,session_only
58976235.7050813591,2471887889,2020-11-07,1,0,0,0,0,0,mobile,Web,United States,Minnesota,google,organic,0.0,1,1,session_only
7597537.8355907459,6839144516,2020-11-12,1,1,0,0,0,0,tablet,iOS,Israel,Tel Aviv District,<Other>,<Other>,0.0,11,2,view_item
81207782.0449710039,2158526630,2021-01-06,1,0,0,0,0,0,mobile,Web,Singapore,(not set),google,organic,0.0,1,1,session_only
4127957.2959603948,8952029408,2020-11-14,1,0,0,0,0,0,mobile,Web,South Africa,Gauteng,google,organic,0.0,1,1,session_only
3456466.0562046935,5209884875,2021-01-02,1,0,0,0,0,0,desktop,Windows,France,Nouvelle-Aquitaine,google,organic,0.0,1,1,session_only
64775737.6198693870,40312598,2021-01-06,1,1,0,0,0,0,desktop,Web,United States,Utah,(direct),(none),0.0,8,2,view_item
47381190.1927143211,2988330021,2020-12-29,1,0,0,0,0,0,mobile,Android,United States,Iowa,shop.googlemerchandisestore.com,referral,0.0,1,1,session_only
6176511.0161757198,8337387334,2020-12-10,1,1,1,1,1,1,desktop,Web,India,Maharashtra,google,organic,174.56,85,6,purchase
75957590.9826872579,9376724650,2021-01-18,1,0,0,0,0,0,desktop,Windows,United States,Tennessee,(direct),(none),0.0,1,1,session_only
25027203.0811538088,4688947981,2021-01-10,1,0,0,0,0,0,tablet,Web,United States,Rhode Island,google,cpc,0.0,1,1,session_only
3119016.1594864882,4591594608,2020-11-04,1,0,0,0,0,0,mobile,Web,North Macedonia,(not set),(data deleted),(data deleted),0.0,1,1,session_only
14233481.9298635081,6476405464,2020-11-13,1,0,0,0,0,0,mobile,Web,Russia,(not set),google,organic,0.0,1,1,session_only
2348063.3656374174,8565141268,2021-01-14,1,1,0,0,0,0,desktop,Web,India,Maharashtra,google,organic,0.0,2,2,view_item
27742934.6362637789,9604040424,2021-01-06,1,1,0,0,0,0,desktop,Web,Canada,Manitoba,shop.googlemerchandisestore.com,referral,0.0,2,2,view_item
6284723.1866114239,8338057582,2021-01-05,1,0,0,0,0,0,mobile,Web,Russia,(not set),google,organic,0.0,1,1,session_only
42882816.0027030505,6980036511,2021-01-28,1,0,0,0,0,0,mobile,Web,Canada,New Brunswick,google,organic,0.0,1,1,session_only
5776696.8626570449,7840078806,2020-12-05,1,0,0,0,0,0,desktop,Web,United States,California,(direct),(none),0.0,1,1,session_only
81307979.7711748050,6871306982,2021-01-11,1,0,0,0,0,0,mobile,Android,Croatia,City of Zagreb,google,cpc,0.0,1,1,session_only
73969022.4968144876,6714065725,2021-01-05,1,0,0,0,0,0,mobile,Web,United States,Kentucky,google,organic,0.0,1,1,session_only
64768316.7172710075,8786028748,2020-11-12,1,0,0,0,0,0,desktop,Macintosh,Argentina,Buenos Aires Province,(direct),(none),0.0,1,1,session_only
32740461.5409912487,6672316996,2021-01-17,1,1,1,0,0,0,mobile,Web,United States,Michigan,(data deleted),(data deleted),0.0,19,3,add_to_cart
6441320.8881737223,5094615042,2021-01-21,1,1,1,0,0,0,desktop,<Other>,Canada,Quebec,<Other>,referral,0.0,20,3,add_to_cart
1725375.3140428724,3733188374,2020-11-21,1,0,0,0,0,0,mobile,iOS,United States,California,<Other>,referral,0.0,1,1,session_only
61973747.3225649984,9319892505,2021-01-05,1,1,0,0,0,0,desktop,Web,Israel,Tel Aviv District,google,organic,0.0,3,2,view_item
76825207.0742735563,3276406977,2020-11-06,1,1,0,0,0,0,mobile,Web,India,Maharashtra,google,organic,0.0,2,2,view_item
71519660.8587187662,2420969026,2021-01-14,1,0,0,0,0,0,desktop,Web,Israel,Tel Aviv District,(direct),(none),0.0,1,1,session_only
31260602.2956303389,8167946875,2020-12-05,1,0,0,0,0,0,desktop,Web,Poland,Silesian Voivodeship,(direct),(none),0.0,1,1,session_only
71303088.5812196503,605574233,2021-01-30,1,0,0,0,0,0,desktop,Web,(not set),(not set),google,organic,0.0,1,1,session_only
21119458.9520176186,5769488693,2020-12-10,1,0,0,0,0,0,desktop,Web,United States,California,google,organic,0.0,1,1,session_only
58837682.0172140072,975280257,2021-01-11,1,0,0,0,0,0,desktop,Web,United States,Florida,google,organic,0.0,1,1,session_only
20591332.4876624321,8351979060,2020-12-21,1,1,0,0,0,0,desktop,Windows,United States,New York,(direct),(none),0.0,2,2,view_item
7630602.9159768037,6612125263,2020-11-03,1,0,0,0,0,0,desktop,Web,India,Tamil Nadu,google,organic,0.0,1,1,session_only
1983361950.0406778458,4331353836,2020-12-10,0,1,1,1,1,1,mobile,Web,Canada,British Columbia,(data deleted),(data deleted),189.6,29,6,purchase
58350081.9428565346,7231271055,2020-12-24,1,1,0,0,0,0,desktop,Macintosh,Chile,Santiago Metropolitan Region,google,organic,0.0,5,2,view_item
84197481.8962105784,2312295620,2020-11-21,1,0,0,0,0,0,desktop,Web,United States,Massachusetts,google,organic,0.0,1,1,session_only
34663312.9770250391,2808962055,2020-11-21,1,1,0,0,0,0,desktop,Web,United States,Florida,google,organic,0.0,3,2,view_item
8174650.3231261607,1247073737,2020-12-25,1,0,0,0,0,0,desktop,Windows,(not set),(not set),shop.googlemerchandisestore.com,referral,0.0,1,1,session_only
47418848.1556910452,6110020997,2021-01-23,1,0,0,0,0,0,desktop,Macintosh,United Kingdom,England,(direct),(none),0.0,1,1,session_only
5966066.2376720401,6181796012,2020-12-16,1,0,0,0,0,0,desktop,Web,United Kingdom,England,shop.googlemerchandisestore.com,referral,0.0,1,1,session_only
19748075.2329072728,6294199435,2020-12-24,1,1,1,0,0,0,desktop,Web,Brazil,State of Sao Paulo,(direct),(none),0.0,20,3,add_to_cart
20116753.3215571927,5542851499,2020-11-13,1,0,0,0,0,0,mobile,Web,Hong Kong,(not set),google,organic,0.0,1,1,session_only
52239798.2732810886,5003137436,2021-01-29,1,0,0,0,0,0,mobile,iOS,Turkey,Izmir,<Other>,organic,0.0,1,1,session_only
7828968.5532093675,8894922854,2021-01-03,1,1,1,1,1,1,mobile,Web,India,Gujarat,google,organic,0.0,23,6,purchase
3272137.2584008910,2737066535,2020-12-20,1,0,0,0,0,0,mobile,Web,Canada,Ontario,<Other>,<Other>,0.0,1,1,session_only
6980246.6092149502,6007050519,2020-12-10,1,0,0,0,0,0,desktop,Web,Turkey,Istanbul,<Other>,<Other>,0.0,1,1,session_only
52105745.2096142194,5413940583,2020-12-02,1,1,1,1,0,0,desktop,Web,Netherlands,Gelderland,google,organic,0.0,51,4,begin_checkout
62690083.0112628246,6570809709,2021-01-18,1,0,0,0,0,0,desktop,Web,United States,Colorado,<Other>,<Other>,0.0,1,1,session_only
2650280007.0600059128,9552845690,2020-11-03,1,0,0,0,0,0,desktop,Web,Netherlands,North Holland,google,organic,0.0,1,1,session_only
62465977.8532856137,7254024611,2020-11-06,1,0,0,0,0,0,desktop,Web,India,Telangana,<Other>,referral,0.0,1,1,session_only
4523081.5404556799,6085232832,2020-12-27,1,0,0,0,0,0,desktop,Macintosh,South Korea,Gyeonggi-do,google,organic,0.0,1,1,session_only
3264577.0138154367,1003779181,2020-12-25,1,0,0,0,0,0,desktop,Web,Ireland,(not set),(direct),(none),0.0,1,1,session_only
23098906.2163071661,5553853343,2021-01-23,1,0,0,0,0,0,desktop,Web,United States,Pennsylvania,(data deleted),(data deleted),0.0,1,1,session_only
61285973.2831638591,8076017074,2020-12-10,1,1,1,0,0,0,desktop,Windows,United States,North Carolina,<Other>,referral,0.0,27,3,add_to_cart
4706870509.7495501120,1338067645,2020-12-27,1,0,0,0,0,0,mobile,iOS,Russia,Moscow,(direct),(none),0.0,1,1,session_only
57894915.7689361916,1633729442,2021-01-28,1,0,0,0,0,0,desktop,Web,Hong Kong,(not set),google,organic,0.0,1,1,session_only
90483604.3683952885,4260174709,2020-11-21,1,0,0,0,0,0,desktop,Web,United States,Virginia,google,organic,0.0,1,1,session_only
39950189.1539315658,3220358867,2021-01-15,1,0,0,0,0,0,desktop,Web,India,Maharashtra,<Other>,<Other>,0.0,1,1,session_only
37088606.9803525936,2910513629,2020-11-02,1,0,0,0,0,0,mobile,Android,Taiwan,Taichung City,google,organic,0.0,1,1,session_only
20536922.1263598435,4365861070,2020-12-20,1,0,0,0,0,0,desktop,<Other>,Ecuador,Guayas,google,organic,0.0,1,1,session_only
789900707.1282113010,1770954566,2020-12-31,1,0,0,0,0,0,desktop,Web,Switzerland,Zurich,(direct),(none),0.0,1,1,session_only
54484138.9272465106,3588883257,2020-12-02,1,1,0,0,0,0,desktop,Windows,India,Gujarat,google,organic,0.0,2,2,view_item
5617828.6854839789,6641791382,2020-11-03,1,0,0,0,0,0,mobile,Web,United States,Michigan,google,organic,0.0,1,1,session_only
1102764.0438749125,3167355660,2021-01-26,1,0,0,0,0,0,mobile,Web,India,Delhi,(direct),(none),0.0,1,1,session_only
8658374.7527029214,4808043348,2021-01-25,1,0,0,0,0,0,mobile,Android,United States,Massachusetts,google,organic,0.0,1,1,session_only
39580321.2479069337,2143904476,2021-01-04,1,0,0,0,0,0,mobile,Web,India,Tamil Nadu,shop.googlemerchandisestore.com,referral,0.0,1,1,session_only
8458041212.0439655756,9452549500,2020-11-16,1,0,0,0,0,0,mobile,Android,United States,Kansas,google,organic,0.0,1,1,session_only
41577063.5394762630,6654772816,2021-01-22,1,0,0,0,0,0,desktop,Web,United States,Colorado,shop.googlemerchandisestore.com,referral,0.0,1,1,session_only
2486846.9299481244,4789596414,2020-12-16,1,1,1,0,0,0,desktop,Web,Spain,(not set),(direct),(none),0.0,3,3,add_to_cart
4964660865.1214659672,194785591,2020-12-02,1,1,0,0,0,0,mobile,Android,United States,Georgia,google,organic,0.0,2,2,view_item
2867155588.1112594884,3671874956,2021-01-04,1,0,0,0,0,0,mobile,iOS,Canada,Ontario,(direct),(none),0.0,1,1,session_only
38690208.7182176252,4165924888,2020-12-28,1,1,1,1,1,1,desktop,Web,Germany,Berlin,google,organic,91.44,20,6,purchase
91491300.4285359027,1020643276,2020-11-29,1,0,0,0,0,0,mobile,Android,India,Bihar,(direct),(none),0.0,1,1,session_only
68200712.6673181472,7672826660,2020-11-12,1,1,0,1,1,1,mobile,Android,United States,New Jersey,<Other>,<Other>,16.48,19,6,purchase
47150043.3327437534,7543057750,2020-12-24,1,0,0,0,0,0,desktop,Macintosh,United States,North Carolina,(direct),(none),0.0,1,1,session_only
88220291.8043961758,7873800801,2021-01-18,1,0,0,0,0,0,desktop,Web,Jordan,Amman Governorate,shop.googlemerchandisestore.com,referral,0.0,1,1,session_only
4588411.8000497478,5916874563,2021-01-28,1,0,0,0,0,0,desktop,Web,India,Madhya Pradesh,(direct),(none),0.0,1,1,session_only
87003613.2424775755,3642487650,2020-12-05,1,0,0,0,0,0,mobile,Web,United States,Illinois,shop.googlemerchandisestore.com,referral,0.0,1,1,session_only
59717563.2099328689,2343272301,2021-01-24,1,1,0,0,0,0,desktop,Macintosh,United States,Ohio,<Other>,<Other>,0.0,2,2,view_item
2209554.5623666771,5876725211,2021-01-13,1,0,0,0,0,0,tablet,Web,United States,Vermont,shop.googlemerchandisestore.com,referral,0.0,1,1,session_only
5283341.1115391061,1139987574,2020-12-06,1,0,0,0,0,0,mobile,iOS,United States,Oregon,google,organic,0.0,1,1,session_only
8503077911.9408841201,59660609,2020-12-05,1,0,0,0,0,0,desktop,Windows,Canada,Quebec,<Other>,<Other>,0.0,1,1,session_only
45754050.5806507487,7224291096,2021-01-28,1,0,0,0,0,0,desktop,Web,India,Uttar Pradesh,google,organic,0.0,1,1,session_only
6688825.2084783990,822550627,2021-01-26,1,0,0,0,0,0,desktop,<Other>,United States,Texas,google,cpc,0.0,1,1,session_only
1516904.8325459706,7266222856,2020-12-08,1,1,0,0,0,0,desktop,Web,Tunisia,Tunis,google,organic,0.0,2,2,view_item
40854588.7388885210,3119885140,2021-01-26,1,0,0,0,0,0,desktop,Web,United States,Virginia,google,organic,0.0,1,1,session_only
97000651.1954874938,9117855597,2020-12-26,1,0,0,0,0,0,desktop,Web,Turkey,(not set),google,organic,0.0,1,1,session_only
45420802.8299813971,1411437210,2020-12-08,1,0,0,0,0,0,desktop,Web,Canada,Quebec,google,cpc,0.0,1,1,session_only
56869987.8125306927,9127721022,2021-01-16,1,0,0,0,0,0,desktop,Web,Azerbaijan,(not set),(direct),(none),0.0,1,1,session_only
8625328.8211022277,9146126473,2020-11-12,1,1,0,0,0,0,desktop,Web,United States,Massachusetts,google,organic,0.0,2,2,view_item
3193247.2172494855,8043902685,2021-01-23,1,0,0,0,0,0,desktop,Windows,Pakistan,Punjab,(direct),(none),0.0,1,1,session_only
1550391.0083775168,2889351972,2021-01-07,1,1,1,0,0,0,desktop,Web,Switzerland,Geneva,(direct),(none),0.0,8,3,add_to_cart
4225788.2137400811,2431562017,2021-01-25,1,0,0,0,0,0,desktop,Macintosh,United States,Arkansas,google,organic,0.0,1,1,session_only
6643997692.2069658463,8220190746,2020-12-21,1,0,0,0,0,0,desktop,Macintosh,Germany,Lower Saxony,google,organic,0.0,1,1,session_only
88869224.0925857153,1602054506,2021-01-05,1,0,0,0,0,0,desktop,Web,United States,Texas,google,organic,0.0,1,1,session_only
3466738.9134693244,9168420745,2021-01-08,1,0,0,0,0,0,mobile,iOS,United States,North Carolina,(direct),(none),0.0,1,1,session_only
8272346.3449861049,7485950460,2021-01-24,1,1,0,1,1,1,desktop,<Other>,India,Chandigarh,google,organic,0.0,7,6,purchase
1234612.0506506819,7170027608,2020-12-28,1,0,0,0,0,0,desktop,Web,Taiwan,Taiwan Province,google,organic,0.0,1,1,session_only
6066197.8957732632,7613791961,2020-11-13,1,1,0,1,0,0,mobile,Web,United States,California,google,organic,0.0,59,4,begin_checkout
83131842.8109493507,917607201,2020-11-07,1,0,0,0,0,0,mobile,iOS,United States,California,<Other>,<Other>,0.0,1,1,session_only
7255611.2234018113,1031885438,2020-11-03,1,0,0,0,0,0,mobile,Android,Italy,Friuli-Venezia Giulia,(direct),(none),0.0,1,1,session_only
17739280.5771323010,5732232472,2021-01-24,1,0,0,0,0,0,mobile,Web,Netherlands,Utrecht,(direct),(none),0.0,1,1,session_only
4415674.4243182221,8130744823,2020-12-13,1,0,0,0,0,0,desktop,Web,Germany,Berlin,<Other>,<Other>,0.0,1,1,session_only
6520420.8247158029,5287832035,2020-12-13,1,0,0,0,0,0,desktop,Web,Turkey,Antalya,<Other>,<Other>,0.0,1,1,session_only
4857313.7507210775,2549688434,2020-12-10,1,0,0,0,0,0,mobile,Web,Japan,(not set),google,organic,0.0,1,1,session_only
55412735.9016450704,4601085236,2020-12-30,1,0,0,0,0,0,mobile,iOS,United Arab Emirates,(not set),google,cpc,0.0,1,1,session_only
7157137.4441241273,7443400675,2021-01-24,1,0,0,0,0,0,desktop,Windows,United States,California,<Other>,<Other>,0.0,1,1,session_only
51553869.8992587068,5357701934,2021-01-06,1,0,0,0,0,0,mobile,Android,Russia,Sverdlovsk Oblast,<Other>,referral,0.0,1,1,session_only
55932067.6075775712,9005017191,2021-01-05,1,0,0,0,0,0,desktop,Web,United States,California,(direct),(none),0.0,1,1,session_only
52999802.3362307637,8143300540,2020-11-13,1,0,0,0,0,0,desktop,Web,Germany,North Rhine-Westphalia,shop.googlemerchandisestore.com,referral,0.0,1,1,session_only
24958614.5423696521,7876892476,2020-12-10,1,0,0,0,0,0,desktop,Web,South Korea,Daegu,google,organic,0.0,1,1,session_only
81766978.2033601689,63842269,2020-12-31,1,1,1,1,1,1,desktop,Web,United States,Texas,(data deleted),(data deleted),0.0,13,6,purchase
89473789.6247691976,9888960163,2020-11-09,1,0,0,0,0,0,mobile,Web,Ukraine,Odessa Oblast,(direct),(none),0.0,1,1,session_only
5405277.3711137108,3115931185,2020-12-21,1,0,0,0,0,0,desktop,Web,United States,California,google,cpc,0.0,1,1,session_only
85345735.5076868914,5269883075,2020-12-10,1,0,0,0,0,0,mobile,Web,United States,New York,(data deleted),(data deleted),0.0,1,1,session_only
8632182.6684958342,723004258,2021-01-11,1,1,0,0,0,0,mobile,Android,Turkey,Ankara,<Other>,<Other>,0.0,6,2,view_item
24903569.5311946230,650707652,2021-01-07,1,0,0,0,0,0,desktop,Web,United States,New York,<Other>,referral,0.0,1,1,session_only
4777652.2980568851,91398964,2020-12-16,1,0,0,0,0,0,desktop,Windows,United States,California,(data deleted),(data deleted),0.0,1,1,session_only
12664465.5258974924,3531171136,2020-11-02,1,1,0,0,0,0,mobile,Web,Portugal,Lisbon,(direct),(none),0.0,3,2,view_item
5645225.6917653454,7697748953,2020-12-16,1,1,1,1,1,1,desktop,Web,United States,Arizona,google,organic,1003.44,154,6,purchase
91721201.9898607633,7424782840,2020-11-22,1,0,0,0,0,0,mobile,Web,India,Maharashtra,<Other>,organic,0.0,1,1,session_only
44100511.7298023955,2939449004,2020-11-08,1,0,0,0,0,0,desktop,Macintosh,United States,California,google,cpc,0.0,1,1,session_only
2378402.7437778539,7635614742,2020-11-04,1,1,0,0,0,0,desktop,Web,United States,Illinois,google,organic,0.0,5,2,view_item
9001396.4925983528,521228162,2020-11-01,1,0,0,0,0,0,mobile,Web,Philippines,Metro Manila,(direct),(none),0.0,1,1,session_only
38007746.2880873486,7592092305,2021-01-01,1,0,0,0,0,0,mobile,Web,India,Jammu and Kashmir,(direct),(none),0.0,1,1,session_only
39535500.1184493320,951885571,2021-01-17,1,0,0,0,0,0,desktop,Web,United States,California,(direct),(none),0.0,1,1,session_only
60082841.6448395764,3894717129,2020-12-10,0,1,0,1,1,1,desktop,Web,Japan,Chiba,<Other>,referral,29.6,21,6,purchase
8659853.8234187870,6250240716,2020-11-18,1,0,0,0,0,0,mobile,Web,United States,California,<Other>,<Other>,0.0,1,1,session_only
88220718.4700110650,367138826,2021-01-14,1,0,0,0,0,0,mobile,Android,New Zealand,Auckland,(data deleted),(data deleted),0.0,1,1,session_only
5996105.6475421363,9077287619,2020-12-20,1,0,0,0,0,0,desktop,Web,United Kingdom,England,(data deleted),(data deleted),0.0,1,1,session_only
35605383.0593929603,9939330558,2020-11-16,1,1,0,0,0,0,desktop,Windows,United States,South Carolina,google,cpc,0.0,3,2,view_item
21251342.7743867370,4730612600,2020-11-06,1,0,0,0,0,0,mobile,Web,India,Maharashtra,google,organic,0.0,1,1,session_only
1434721.1165752075,2640592313,2020-11-22,1,0,0,0,0,0,mobile,Android,Canada,Quebec,<Other>,referral,0.0,1,1,session_only
6459993375.7373333955,4889028491,2021-01-05,1,0,0,0,0,0,mobile,iOS,Canada,Quebec,google,organic,0.0,1,1,session_only
2573799.1865453719,530495674,2021-01-07,1,0,0,0,0,0,desktop,Web,Canada,Quebec,(direct),(none),0.0,1,1,session_only
8878343.6663218754,9718137455,2020-12-28,1,0,0,0,0,0,desktop,Web,United Kingdom,England,shop.googlemerchandisestore.com,referral,0.0,1,1,session_only
29352453.6315196878,3632990773,2020-12-08,1,0,0,0,0,0,mobile,iOS,United States,Texas,<Other>,referral,0.0,1,1,session_only
3409065848.5058339702,6406555107,2021-01-06,1,0,0,0,0,0,desktop,Web,Algeria,(not set),google,organic,0.0,1,1,session_only
8615228.8269864349,9537689318,2020-11-16,1,0,0,0,0,0,mobile,Web,Sweden,Stockholm County,<Other>,<Other>,0.0,1,1,session_only
43621076.2341660068,5901527331,2021-01-24,1,0,0,0,0,0,desktop,Web,United States,Maryland,(direct),(none),0.0,1,1,session_only
45830901.4936461670,8167927352,2020-11-06,1,0,0,0,0,0,desktop,Web,United States,Massachusetts,(direct),(none),0.0,1,1,session_only
34764344.5770423744,5740665966,2020-11-09,1,0,0,0,0,0,mobile,Web,Brazil,State of Sao Paulo,<Other>,referral,0.0,1,1,session_only
83372554.0196853353,1389479684,2020-11-18,1,1,0,0,0,0,desktop,Web,United States,Virginia,google,organic,0.0,3,2,view_item
16382639.4243528287,3045626679,2020-11-06,1,1,0,1,1,1,mobile,Web,Pakistan,Sindh,google,organic,29.6,19,6,purchase
6425914.2975476605,5588933940,2020-12-26,1,1,0,0,0,0,desktop,Web,United Kingdom,England,(direct),(none),0.0,4,2,view_item
8604746881.6999610174,9850196733,2020-11-04,1,0,0,0,0,0,mobile,Web,South Africa,Gauteng,<Other>,<Other>,0.0,1,1,session_only
39494222.2961106651,763285006,2021-01-30,1,1,0,0,0,0,desktop,Windows,United States,Louisiana,google,organic,0.0,2,2,view_item
88268701.1777520736,3475071950,2021-01-18,1,0,0,0,0,0,desktop,Web,Mexico,Chihuahua,(direct),(none),0.0,1,1,session_only
6821664.0130715707,4229663419,2020-12-31,1,1,0,0,0,0,desktop,Web,United States,California,<Other>,referral,0.0,2,2,view_item
81682906.6817497153,7383311960,2020-11-18,1,0,0,0,0,0,mobile,iOS,Ireland,County Dublin,<Other>,organic,0.0,1,1,session_only
3221828.8875631442,3200856447,2020-11-18,1,1,1,1,0,0,desktop,Macintosh,United States,Arizona,<Other>,<Other>,0.0,6,4,begin_checkout
70411222.7197945126,3642025372,2020-12-28,1,0,0,0,0,0,desktop,Web,Kuwait,(not set),<Other>,organic,0.0,1,1,session_only
64783017.1258465182,5714155015,2020-11-04,1,0,0,0,0,0,mobile,iOS,India,Tamil Nadu,google,organic,0.0,1,1,session_only
9039571.9454436357,857093276,2021-01-23,1,1,1,1,1,1,mobile,Web,United States,California,google,organic,0.0,15,6,purchase
33826412.1701150288,3443304007,2021-01-10,1,0,0,0,0,0,desktop,Windows,Canada,Newfoundland and Labrador,google,organic,0.0,1,1,session_only
2404616.5521353447,7031934035,2021-01-15,1,0,0,0,0,0,desktop,<Other>,Singapore,(not set),shop.googlemerchandisestore.com,referral,0.0,1,1,session_only
25212263.7190476243,2394877022,2021-01-03,1,0,0,0,0,0,desktop,Windows,China,Beijing,(direct),(none),0.0,1,1,session_only
45849341.7035525820,6965970316,2020-12-20,1,0,0,0,0,0,desktop,Windows,United States,California,google,organic,0.0,1,1,session_only
5555029.1780152336,258852191,2021-01-25,1,1,1,1,1,1,desktop,Windows,United States,Wisconsin,google,organic,84.88,73,6,purchase
11411335.2480170440,1135427984,2020-12-10,1,0,0,0,0,0,desktop,Web,India,Andhra Pradesh,google,cpc,0.0,1,1,session_only
34731196.1381344202,672852645,2020-12-05,1,0,0,0,0,0,desktop,Windows,United States,Texas,google,organic,0.0,1,1,session_only
1871415.5966345686,283516597,2020-12-21,1,0,0,0,0,0,desktop,Windows,United States,Alaska,google,organic,0.0,1,1,session_only
5906828.1486128199,6421322711,2020-12-08,1,0,0,0,0,0,mobile,Android,India,Telangana,<Other>,<Other>,0.0,1,1,session_only
9038007.6829665534,8087191319,2020-12-13,1,0,0,0,0,0,desktop,Windows,United States,Massachusetts,google,organic,0.0,1,1,session_only
1826170.8537903139,7590347851,2020-12-02,1,1,1,1,1,1,desktop,Web,United States,New York,(data deleted),(data deleted),0.0,13,6,purchase
28712963.6935372589,2528550223,2021-01-05,1,0,0,0,0,0,desktop,Web,Philippines,Metro Manila,<Other>,<Other>,0.0,1,1,session_only
392870430.8417894582,2975902749,2021-01-06,1,0,0,0,0,0,desktop,Web,Germany,Baden-Wurttemberg,<Other>,referral,0.0,1,1,session_only
48610051.6694041364,894046760,2021-01-26,1,0,0,0,0,0,desktop,Macintosh,United States,New Jersey,(direct),(none),0.0,1,1,session_only
4870974.8507944849,9677478384,2021-01-23,1,0,0,0,0,0,desktop,Web,China,Guangdong Province,<Other>,referral,0.0,1,1,session_only
90893441.0738132822,8232913679,2021-01-10,1,0,0,0,0,0,mobile,Web,United States,California,google,organic,0.0,1,1,session_only
3886465.4936684857,4269530851,2021-01-22,1,1,0,0,0,0,mobile,iOS,United States,California,google,organic,0.0,2,2,view_item
67456213.0697871079,172470017,2020-11-01,1,0,0,0,0,0,mobile,Web,United States,Utah,<Other>,<Other>,0.0,1,1,session_only
56750960.5617974570,3662906246,2020-11-01,1,1,0,0,0,0,mobile,Web,Netherlands,South Holland,(direct),(none),0.0,8,2,view_item
3210260.1172506502,3849382579,2020-12-28,1,0,0,0,0,0,mobile,iOS,Hungary,Budapest,google,organic,0.0,1,1,session_only
8832725.3996023484,7012335162,2021-01-06,1,1,0,0,0,0,mobile,Web,United States,Connecticut,<Other>,<Other>,0.0,2,2,view_item
6050239.7863062718,9845189109,2021-01-01,1,1,0,0,0,0,mobile,Web,Taiwan,Tainan City,(direct),(none),0.0,4,2,view_item
13731812.8466927066,2174111366,2021-01-30,1,0,0,0,0,0,desktop,Web,Canada,Ontario,(direct),(none),0.0,1,1,session_only
42605395.6565827117,5648636187,2021-01-24,1,0,0,0,0,0,desktop,Macintosh,United States,Illinois,(direct),(none),0.0,1,1,session_only
20824719.3256697331,4931271503,2020-11-16,1,0,0,0,0,0,desktop,Windows,Estonia,Harju County,<Other>,organic,0.0,1,1,session_only
3859946.1693600629,7406493979,2021-01-24,1,0,0,0,0,0,desktop,Web,Hong Kong,(not set),(direct),(none),0.0,1,1,session_only
3147398.8003490202,3015894471,2021-01-21,1,0,0,0,0,0,tablet,iOS,United States,Colorado,google,organic,0.0,1,1,session_only
5702667.8202910386,1005601492,2020-11-07,1,0,0,0,0,0,desktop,Web,United States,California,<Other>,organic,0.0,1,1,session_only
43468364.6728010460,5070842108,2020-12-20,1,1,0,0,0,0,desktop,Windows,United States,Colorado,<Other>,<Other>,0.0,2,2,view_item
18724686.8012593017,2942668841,2020-11-09,1,0,0,0,0,0,desktop,Web,United Kingdom,England,(direct),(none),0.0,1,1,session_only
46128463.8153625324,2349392304,2021-01-03,1,0,0,0,0,0,mobile,Android,India,Punjab,google,organic,0.0,1,1,session_only
16543358.6527191385,2254175926,2021-01-29,1,0,0,0,0,0,desktop,Windows,Japan,(not set),google,cpc,0.0,1,1,session_only
19030147.1067271843,6236585375,2020-12-10,1,0,0,0,0,0,mobile,iOS,Canada,British Columbia,<Other>,<Other>,0.0,1,1,session_only
